Hand,Rank,OrderedRank
5s,4h,1,10
5s,4d,1,10
5s,4c,1,10
5h,4s,1,10
5h,4h,1,10
5h,4d,1,10
5h,4c,1,10
5d,4s,1,10
5d,4h,1,10
5d,4d,1,10
5d,4c,1,10
5c,4s,1,10
5c,4h,1,10
5c,4d,1,10
5c,4c,1,10
6s,As,1,11
6s,Ah,1,11
6s,Ad,1,11
6s,Ac,1,11
6h,As,1,11
6h,Ah,1,11
6h,Ad,1,11
6h,Ac,1,11
6d,As,1,11
6d,Ah,1,11
6d,Ad,1,11
6d,Ac,1,11
6c,As,1,11
6c,Ah,1,11
6c,Ad,1,11
6c,Ac,1,11
6s,2s,1,12
6s,2h,1,12
6s,2d,1,12
6s,2c,1,12
6h,2s,1,12
6h,2h,1,12
6h,2d,1,12
6h,2c,1,12
6d,2s,1,12
6d,2h,1,12
6d,2d,1,12
6d,2c,1,12
6c,2s,1,12
6c,2h,1,12
6c,2d,1,12
6c,2c,1,12
6s,3s,1,13
6s,3h,1,13
6s,3d,1,13
6s,3c,1,13
6h,3s,1,13
6h,3h,1,13
6h,3d,1,13
6h,3c,1,13
6d,3s,1,13
6d,3h,1,13
6d,3d,1,13
6d,3c,1,13
6c,3s,1,13
6c,3h,1,13
6c,3d,1,13
6c,3c,1,13
6s,4s,1,14
6s,4h,1,14
6s,4d,1,14
6s,4c,1,14
6h,4s,1,14
6h,4h,1,14
6h,4d,1,14
6h,4c,1,14
6d,4s,1,14
6d,4h,1,14
6d,4d,1,14
6d,4c,1,14
6c,4s,1,14
6c,4h,1,14
6c,4d,1,14
6c,4c,1,14
6s,5s,1,15
6s,5h,1,15
6s,5d,1,15
6s,5c,1,15
6h,5s,1,15
6h,5h,1,15
6h,5d,1,15
6h,5c,1,15
6d,5s,1,15
6d,5h,1,15
6d,5d,1,15
6d,5c,1,15
6c,5s,1,15
6c,5h,1,15
6c,5d,1,15
6c,5c,1,15
7s,As,1,16
7s,Ah,1,16
7s,Ad,1,16
7s,Ac,1,16
7h,As,1,16
7h,Ah,1,16
7h,Ad,1,16
7h,Ac,1,16
7d,As,1,16
7d,Ah,1,16
7d,Ad,1,16
7d,Ac,1,16
7c,As,1,16
7c,Ah,1,16
7c,Ad,1,16
7c,Ac,1,16
7s,2s,1,17
7s,2h,1,17
7s,2d,1,17
7s,2c,1,17
7h,2s,1,17
7h,2h,1,17
7h,2d,1,17
7h,2c,1,17
7d,2s,1,17
7d,2h,1,17
7d,2d,1,17
7d,2c,1,17
7c,2s,1,17
7c,2h,1,17
7c,2d,1,17
7c,2c,1,17
7s,3s,1,18
7s,3h,1,18
7s,3d,1,18
7s,3c,1,18
7h,3s,1,18
7h,3h,1,18
7h,3d,1,18
7h,3c,1,18
7d,3s,1,18
7d,3h,1,18
7d,3d,1,18
7d,3c,1,18
7c,3s,1,18
7c,3h,1,18
7c,3d,1,18
7c,3c,1,18
7s,4s,1,19
7s,4h,1,19
7s,4d,1,19
7s,4c,1,19
7h,4s,1,19
7h,4h,1,19
7h,4d,1,19
7h,4c,1,19
7d,4s,1,19
7d,4h,1,19
7d,4d,1,19
7d,4c,1,19
7c,4s,1,19
7c,4h,1,19
7c,4d,1,19
7c,4c,1,19
7s,5s,1,20
7s,5h,1,20
7s,5d,1,20
7s,5c,1,20
7h,5s,1,20
7h,5h,1,20
7h,5d,1,20
7h,5c,1,20
7d,5s,1,20
7d,5h,1,20
7d,5d,1,20
7d,5c,1,20
7c,5s,1,20
7c,5h,1,20
7c,5d,1,20
7c,5c,1,20
7s,6s,1,21
7s,6h,1,21
7s,6d,1,21
7s,6c,1,21
7h,6s,1,21
7h,6h,1,21
7h,6d,1,21
7h,6c,1,21
7d,6s,1,21
7d,6h,1,21
7d,6d,1,21
7d,6c,1,21
7c,6s,1,21
7c,6h,1,21
7c,6d,1,21
7c,6c,1,21
Js,As,1,22
Js,Ah,1,22
Js,Ad,1,22
Js,Ac,1,22
Jh,As,1,22
Jh,Ah,1,22
Jh,Ad,1,22
Jh,Ac,1,22
Jd,As,1,22
Jd,Ah,1,22
Jd,Ad,1,22
Jd,Ac,1,22
Jc,As,1,22
Jc,Ah,1,22
Jc,Ad,1,22
Jc,Ac,1,22
Js,2s,1,23
Js,2h,1,23
Js,2d,1,23
Js,2c,1,23
Jh,2s,1,23
Jh,2h,1,23
Jh,2d,1,23
Jh,2c,1,23
Jd,2s,1,23
Jd,2h,1,23
Jd,2d,1,23
Jd,2c,1,23
Jc,2s,1,23
Jc,2h,1,23
Jc,2d,1,23
Jc,2c,1,23
Js,3s,1,24
Js,3h,1,24
Js,3d,1,24
Js,3c,1,24
Jh,3s,1,24
Jh,3h,1,24
Jh,3d,1,24
Jh,3c,1,24
Jd,3s,1,24
Jd,3h,1,24
Jd,3d,1,24
Jd,3c,1,24
Jc,3s,1,24
Jc,3h,1,24
Jc,3d,1,24
Jc,3c,1,24
Js,4s,1,25
Js,4h,1,25
Js,4d,1,25
Js,4c,1,25
Jh,4s,1,25
Jh,4h,1,25
Jh,4d,1,25
Jh,4c,1,25
Jd,4s,1,25
Jd,4h,1,25
Jd,4d,1,25
Jd,4c,1,25
Jc,4s,1,25
Jc,4h,1,25
Jc,4d,1,25
Jc,4c,1,25
Js,5s,1,26
Js,5h,1,26
Js,5d,1,26
Js,5c,1,26
Jh,5s,1,26
Jh,5h,1,26
Jh,5d,1,26
Jh,5c,1,26
Jd,5s,1,26
Jd,5h,1,26
Jd,5d,1,26
Jd,5c,1,26
Jc,5s,1,26
Jc,5h,1,26
Jc,5d,1,26
Jc,5c,1,26
Js,6s,1,27
Js,6h,1,27
Js,6d,1,27
Js,6c,1,27
Jh,6s,1,27
Jh,6h,1,27
Jh,6d,1,27
Jh,6c,1,27
Jd,6s,1,27
Jd,6h,1,27
Jd,6d,1,27
Jd,6c,1,27
Jc,6s,1,27
Jc,6h,1,27
Jc,6d,1,27
Jc,6c,1,27
Js,7s,1,28
Js,7h,1,28
Js,7d,1,28
Js,7c,1,28
Jh,7s,1,28
Jh,7h,1,28
Jh,7d,1,28
Jh,7c,1,28
Jd,7s,1,28
Jd,7h,1,28
Jd,7d,1,28
Jd,7c,1,28
Jc,7s,1,28
Jc,7h,1,28
Jc,7d,1,28
Jc,7c,1,28
Qs,As,1,29
Qs,Ah,1,29
Qs,Ad,1,29
Qs,Ac,1,29
Qh,As,1,29
Qh,Ah,1,29
Qh,Ad,1,29
Qh,Ac,1,29
Qd,As,1,29
Qd,Ah,1,29
Qd,Ad,1,29
Qd,Ac,1,29
Qc,As,1,29
Qc,Ah,1,29
Qc,Ad,1,29
Qc,Ac,1,29
Qs,2s,1,30
Qs,2h,1,30
Qs,2d,1,30
Qs,2c,1,30
Qh,2s,1,30
Qh,2h,1,30
Qh,2d,1,30
Qh,2c,1,30
Qd,2s,1,30
Qd,2h,1,30
Qd,2d,1,30
Qd,2c,1,30
Qc,2s,1,30
Qc,2h,1,30
Qc,2d,1,30
Qc,2c,1,30
Qs,3s,1,31
Qs,3h,1,31
Qs,3d,1,31
Qs,3c,1,31
Qh,3s,1,31
Qh,3h,1,31
Qh,3d,1,31
Qh,3c,1,31
Qd,3s,1,31
Qd,3h,1,31
Qd,3d,1,31
Qd,3c,1,31
Qc,3s,1,31
Qc,3h,1,31
Qc,3d,1,31
Qc,3c,1,31
Qs,4s,1,32
Qs,4h,1,32
Qs,4d,1,32
Qs,4c,1,32
Qh,4s,1,32
Qh,4h,1,32
Qh,4d,1,32
Qh,4c,1,32
Qd,4s,1,32
Qd,4h,1,32
Qd,4d,1,32
Qd,4c,1,32
Qc,4s,1,32
Qc,4h,1,32
Qc,4d,1,32
Qc,4c,1,32
Qs,5s,1,33
Qs,5h,1,33
Qs,5d,1,33
Qs,5c,1,33
Qh,5s,1,33
Qh,5h,1,33
Qh,5d,1,33
Qh,5c,1,33
Qd,5s,1,33
Qd,5h,1,33
Qd,5d,1,33
Qd,5c,1,33
Qc,5s,1,33
Qc,5h,1,33
Qc,5d,1,33
Qc,5c,1,33
Qs,6s,1,34
Qs,6h,1,34
Qs,6d,1,34
Qs,6c,1,34
Qh,6s,1,34
Qh,6h,1,34
Qh,6d,1,34
Qh,6c,1,34
Qd,6s,1,34
Qd,6h,1,34
Qd,6d,1,34
Qd,6c,1,34
Qc,6s,1,34
Qc,6h,1,34
Qc,6d,1,34
Qc,6c,1,34
Qs,7s,1,35
Qs,7h,1,35
Qs,7d,1,35
Qs,7c,1,35
Qh,7s,1,35
Qh,7h,1,35
Qh,7d,1,35
Qh,7c,1,35
Qd,7s,1,35
Qd,7h,1,35
Qd,7d,1,35
Qd,7c,1,35
Qc,7s,1,35
Qc,7h,1,35
Qc,7d,1,35
Qc,7c,1,35
Qs,Js,1,36
Qs,Jh,1,36
Qs,Jd,1,36
Qs,Jc,1,36
Qh,Js,1,36
Qh,Jh,1,36
Qh,Jd,1,36
Qh,Jc,1,36
Qd,Js,1,36
Qd,Jh,1,36
Qd,Jd,1,36
Qd,Jc,1,36
Qc,Js,1,36
Qc,Jh,1,36
Qc,Jd,1,36
Qc,Jc,1,36
Ks,As,1,37
Ks,Ah,1,37
Ks,Ad,1,37
Ks,Ac,1,37
Kh,As,1,37
Kh,Ah,1,37
Kh,Ad,1,37
Kh,Ac,1,37
Kd,As,1,37
Kd,Ah,1,37
Kd,Ad,1,37
Kd,Ac,1,37
Kc,As,1,37
Kc,Ah,1,37
Kc,Ad,1,37
Kc,Ac,1,37
Ks,2s,1,38
Ks,2h,1,38
Ks,2d,1,38
Ks,2c,1,38
Kh,2s,1,38
Kh,2h,1,38
Kh,2d,1,38
Kh,2c,1,38
Kd,2s,1,38
Kd,2h,1,38
Kd,2d,1,38
Kd,2c,1,38
Kc,2s,1,38
Kc,2h,1,38
Kc,2d,1,38
Kc,2c,1,38
Ks,3s,1,39
Ks,3h,1,39
Ks,3d,1,39
Ks,3c,1,39
Kh,3s,1,39
Kh,3h,1,39
Kh,3d,1,39
Kh,3c,1,39
Kd,3s,1,39
Kd,3h,1,39
Kd,3d,1,39
Kd,3c,1,39
Kc,3s,1,39
Kc,3h,1,39
Kc,3d,1,39
Kc,3c,1,39
Ks,4s,1,40
Ks,4h,1,40
Ks,4d,1,40
Ks,4c,1,40
Kh,4s,1,40
Kh,4h,1,40
Kh,4d,1,40
Kh,4c,1,40
Kd,4s,1,40
Kd,4h,1,40
Kd,4d,1,40
Kd,4c,1,40
Kc,4s,1,40
Kc,4h,1,40
Kc,4d,1,40
Kc,4c,1,40
Ks,5s,1,41
Ks,5h,1,41
Ks,5d,1,41
Ks,5c,1,41
Kh,5s,1,41
Kh,5h,1,41
Kh,5d,1,41
Kh,5c,1,41
Kd,5s,1,41
Kd,5h,1,41
Kd,5d,1,41
Kd,5c,1,41
Kc,5s,1,41
Kc,5h,1,41
Kc,5d,1,41
Kc,5c,1,41
Ks,6s,1,42
Ks,6h,1,42
Ks,6d,1,42
Ks,6c,1,42
Kh,6s,1,42
Kh,6h,1,42
Kh,6d,1,42
Kh,6c,1,42
Kd,6s,1,42
Kd,6h,1,42
Kd,6d,1,42
Kd,6c,1,42
Kc,6s,1,42
Kc,6h,1,42
Kc,6d,1,42
Kc,6c,1,42
Ks,7s,1,43
Ks,7h,1,43
Ks,7d,1,43
Ks,7c,1,43
Kh,7s,1,43
Kh,7h,1,43
Kh,7d,1,43
Kh,7c,1,43
Kd,7s,1,43
Kd,7h,1,43
Kd,7d,1,43
Kd,7c,1,43
Kc,7s,1,43
Kc,7h,1,43
Kc,7d,1,43
Kc,7c,1,43
Ks,Js,1,44
Ks,Jh,1,44
Ks,Jd,1,44
Ks,Jc,1,44
Kh,Js,1,44
Kh,Jh,1,44
Kh,Jd,1,44
Kh,Jc,1,44
Kd,Js,1,44
Kd,Jh,1,44
Kd,Jd,1,44
Kd,Jc,1,44
Kc,Js,1,44
Kc,Jh,1,44
Kc,Jd,1,44
Kc,Jc,1,44
Ks,Qs,1,45
Ks,Qh,1,45
Ks,Qd,1,45
Ks,Qc,1,45
Kh,Qs,1,45
Kh,Qh,1,45
Kh,Qd,1,45
Kh,Qc,1,45
Kd,Qs,1,45
Kd,Qh,1,45
Kd,Qd,1,45
Kd,Qc,1,45
Kc,Qs,1,45
Kc,Qh,1,45
Kc,Qd,1,45
Kc,Qc,1,45
As,Ah,2,1
As,Ad,2,1
As,Ac,2,1
Ah,Ad,2,1
Ah,Ac,2,1
Ad,Ac,2,1
2s,2h,2,2
2s,2d,2,2
2s,2c,2,2
2h,2d,2,2
2h,2c,2,2
2d,2c,2,2
3s,3h,2,3
3s,3d,2,3
3s,3c,2,3
3h,3d,2,3
3h,3c,2,3
3d,3c,2,3
4s,4h,2,4
4s,4d,2,4
4s,4c,2,4
4h,4d,2,4
4h,4c,2,4
4d,4c,2,4
5s,5h,2,5
5s,5d,2,5
5s,5c,2,5
5h,5d,2,5
5h,5c,2,5
5d,5c,2,5
6s,6h,2,6
6s,6d,2,6
6s,6c,2,6
6h,6d,2,6
6h,6c,2,6
6d,6c,2,6
7s,7h,2,7
7s,7d,2,7
7s,7c,2,7
7h,7d,2,7
7h,7c,2,7
7d,7c,2,7
Js,Jh,2,8
Js,Jd,2,8
Js,Jc,2,8
Jh,Jd,2,8
Jh,Jc,2,8
Jd,Jc,2,8
Qs,Qh,2,9
Qs,Qd,2,9
Qs,Qc,2,9
Qh,Qd,2,9
Qh,Qc,2,9
Qd,Qc,2,9
Ks,Kh,2,10
Ks,Kd,2,10
Ks,Kc,2,10
Kh,Kd,2,10
Kh,Kc,2,10
Kd,Kc,2,10
